no,wage,lnwage,gender,age,married,education,experience
21458,255.6818 ,5.5439 ,0,35,0,16,90
21459,250.0000 ,5.5215 ,1,31,0,18,3
21460,31.2500 ,3.4420 ,1,18,0,9,30
21461,218.7500 ,5.3879 ,1,42,1,6,125
21462,468.7500 ,6.1501 ,0,49,1,6,240
21463,312.5000 ,5.7446 ,1,26,1,9,34
21464,312.5000 ,5.7446 ,1,18,0,9,22
21465,156.2500 ,5.0515 ,0,23,1,9,10
21466,260.4167 ,5.5623 ,1,35,1,12,174
21467,102.2727 ,4.6276 ,0,31,1,9,8
21468,546.8750 ,6.3042 ,1,41,1,9,92
21469,156.2500 ,5.0515 ,1,44,1,6,84
21470,85.9375 ,4.4536 ,0,39,1,6,120
21471,103.1250 ,4.6359 ,1,16,0,12,10
21472,142.0455 ,4.9561 ,0,26,0,15,48
21473,340.9091 ,5.8316 ,1,33,1,6,120
21474,312.5000 ,5.7446 ,1,30,1,6,30
21475,229.1667 ,5.4344 ,1,27,0,9,30
21476,625.0000 ,6.4378 ,1,36,1,9,216
21477,200.0000 ,5.2983 ,1,46,1,6,216
21478,96.5909 ,4.5705 ,0,48,1,6,168
21479,162.5000 ,5.0907 ,1,25,1,12,1
21480,88.5417 ,4.4835 ,0,23,1,9,62
21481,284.0909 ,5.6493 ,1,44,1,16,264
21482,284.0909 ,5.6493 ,0,43,1,15,180
21483,297.6190 ,5.6958 ,1,39,1,12,68
21484,125.0000 ,4.8283 ,1,63,1,12,13
21485,156.2500 ,5.0515 ,1,33,0,9,204
21486,156.2500 ,5.0515 ,1,29,0,12,32
21487,375.0000 ,5.9269 ,1,34,1,15,105
21488,112.5000 ,4.7230 ,0,32,1,15,6
21489,208.3333 ,5.3391 ,1,25,0,15,8
21490,93.7500 ,4.5406 ,0,24,0,9,39
21491,156.2500 ,5.0515 ,1,64,1,9,252
21492,78.1250 ,4.3583 ,0,57,1,6,252
21493,187.5000 ,5.2338 ,0,32,0,15,178
21494,78.1250 ,4.3583 ,1,27,0,15,36
21495,208.3333 ,5.3391 ,1,43,1,15,264
21496,104.1667 ,4.6460 ,0,39,1,9,132
21497,130.9524 ,4.8748 ,1,45,1,9,48
21498,138.8889 ,4.9337 ,0,43,1,12,10
21499,130.2083 ,4.8691 ,1,38,1,9,11
21500,111.6071 ,4.7150 ,1,29,1,12,12
21501,114.5833 ,4.7413 ,0,29,1,12,1
21502,41.6667 ,3.7297 ,1,47,1,6,262
21503,75.0000 ,4.3175 ,0,43,1,6,86
21504,145.8333 ,4.9825 ,1,28,1,9,79
21505,103.2609 ,4.6373 ,0,31,1,9,74
21506,183.6735 ,5.2132 ,1,38,1,12,8
21507,187.5000 ,5.2338 ,1,36,1,9,39
21508,108.6957 ,4.6886 ,0,30,1,9,157
21509,50.0000 ,3.9120 ,1,58,1,0,417
21510,244.5652 ,5.4995 ,1,36,1,16,97
21511,130.9524 ,4.8748 ,0,32,1,12,90
21512,181.8182 ,5.2030 ,1,26,1,12,26
21513,91.8367 ,4.5200 ,0,26,1,9,19
21514,333.3333 ,5.8091 ,1,47,1,6,361
21515,112.2449 ,4.7207 ,0,43,1,6,123
21516,218.7500 ,5.3879 ,1,22,0,12,42
21517,266.6667 ,5.5860 ,1,18,0,12,25
21518,50.0000 ,3.9120 ,1,54,1,0,390
21519,211.9565 ,5.3564 ,1,26,0,15,20
21520,187.5000 ,5.2338 ,0,54,0,6,254
21521,244.8980 ,5.5008 ,1,29,0,9,42
21522,114.1304 ,4.7373 ,0,22,0,15,31
21523,113.0952 ,4.7282 ,0,18,0,12,25
21524,109.3750 ,4.6948 ,0,43,0,6,25
21525,145.0000 ,4.9767 ,1,30,0,12,39
21526,300.0000 ,5.7038 ,1,34,1,15,13
21527,333.3333 ,5.8091 ,1,59,1,6,230
21528,300.0000 ,5.7038 ,0,57,1,6,188
21529,288.8889 ,5.6660 ,1,31,1,9,74
21530,250.0000 ,5.5215 ,1,29,1,15,86
21531,113.6364 ,4.7330 ,0,30,1,12,60
21532,102.0408 ,4.6254 ,1,51,1,6,255
21533,90.0000 ,4.4998 ,0,52,1,0,27
21534,250.0000 ,5.5215 ,1,59,0,6,246
21535,250.0000 ,5.5215 ,1,25,1,9,27
21536,125.0000 ,4.8283 ,1,35,1,12,150
21537,130.9524 ,4.8748 ,0,32,1,12,25
21538,208.3333 ,5.3391 ,1,28,0,9,38
21539,105.7692 ,4.6613 ,0,27,0,12,32
21540,195.6522 ,5.2763 ,1,36,1,12,145
21541,130.9524 ,4.8748 ,0,31,1,12,3
21542,271.7391 ,5.6048 ,1,33,1,16,3
21543,238.0952 ,5.4727 ,1,25,1,12,39
21544,172.6190 ,5.1511 ,1,23,1,12,37
21545,81.6327 ,4.4022 ,0,24,1,12,2
21546,109.3750 ,4.6948 ,0,27,0,9,38
21547,150.0000 ,5.0106 ,1,45,1,9,184
21548,234.3750 ,5.4569 ,1,41,1,15,128
21549,390.6250 ,5.9677 ,1,45,1,6,176
21550,234.3750 ,5.4569 ,0,41,1,6,114
21551,312.5000 ,5.7446 ,1,37,1,9,102
21552,145.8333 ,4.9825 ,1,27,0,9,38
21553,281.2500 ,5.6392 ,1,39,1,12,106
21554,225.0000 ,5.4161 ,1,39,1,6,147
21555,187.5000 ,5.2338 ,0,35,1,6,100
21556,375.0000 ,5.9269 ,1,35,1,6,171
21557,145.8333 ,4.9825 ,1,41,1,9,66
21558,104.1667 ,4.6460 ,0,37,1,12,100
21559,312.5000 ,5.7446 ,1,61,1,6,188
21560,312.5000 ,5.7446 ,1,36,1,9,123
21561,93.7500 ,4.5406 ,0,32,1,9,51
21562,156.2500 ,5.0515 ,1,32,1,9,100
21563,166.6667 ,5.1160 ,1,26,1,12,27
21564,312.5000 ,5.7446 ,1,43,1,6,123
21565,104.1667 ,4.6460 ,0,46,1,6,30
21566,104.1667 ,4.6460 ,1,17,0,12,25
21567,156.2500 ,5.0515 ,1,29,0,9,54
21568,125.0000 ,4.8283 ,1,27,1,12,42
21569,114.5833 ,4.7413 ,1,24,0,12,37
21570,234.3750 ,5.4569 ,1,37,1,9,122
21571,145.8333 ,4.9825 ,1,27,0,12,28
21572,175.0000 ,5.1648 ,1,35,1,16,56
21573,218.7500 ,5.3879 ,0,34,1,15,57
21574,118.7500 ,4.7770 ,0,32,0,9,80
21575,187.5000 ,5.2338 ,1,43,0,12,147
21576,83.3333 ,4.4228 ,1,36,1,6,25
21577,208.3333 ,5.3391 ,1,44,1,6,123
21578,114.5833 ,4.7413 ,1,18,0,12,32
21579,273.4375 ,5.6111 ,1,44,0,6,105
21580,156.2500 ,5.0515 ,1,34,1,9,66
21581,93.7500 ,4.5406 ,0,34,1,6,147
21582,156.2500 ,5.0515 ,1,44,1,12,267
21583,187.5000 ,5.2338 ,0,41,0,6,76
21584,156.2500 ,5.0515 ,1,30,1,9,50
21585,156.2500 ,5.0515 ,1,29,0,12,30
21586,130.2083 ,4.8691 ,0,25,0,12,27
21587,104.1667 ,4.6460 ,0,19,0,12,8
21588,255.6818 ,5.5439 ,1,45,1,12,246
21589,104.1667 ,4.6460 ,1,18,0,12,10
21590,260.4167 ,5.5623 ,1,60,0,12,300
21591,156.2500 ,5.0515 ,1,33,1,12,64
21592,78.1250 ,4.3583 ,0,21,0,12,26
21593,130.2083 ,4.8691 ,0,32,1,12,64
21594,208.3333 ,5.3391 ,1,53,0,16,264
21595,198.8636 ,5.2926 ,0,40,1,16,106
21596,182.2917 ,5.2056 ,1,52,1,6,300
21597,130.2083 ,4.8691 ,1,28,1,15,20
21598,166.6667 ,5.1160 ,0,26,0,15,30
21599,156.2500 ,5.0515 ,1,38,1,15,66
21600,160.7143 ,5.0796 ,1,52,1,6,54
21601,130.2083 ,4.8691 ,1,27,0,12,27
21602,182.2917 ,5.2056 ,1,56,1,6,48
21603,208.3333 ,5.3391 ,1,28,0,15,38
21604,406.2500 ,6.0070 ,1,33,1,22,20
21605,227.2727 ,5.4262 ,0,27,1,16,18
21606,260.4167 ,5.5623 ,1,57,1,6,180
21607,156.2500 ,5.0515 ,1,29,1,15,52
21608,114.5833 ,4.7413 ,0,27,0,15,36
21609,130.2083 ,4.8691 ,1,24,0,12,30
21610,104.1667 ,4.6460 ,0,27,1,15,32
21611,208.3333 ,5.3391 ,1,44,1,12,78
21612,260.4167 ,5.5623 ,1,51,1,16,432
21613,156.2500 ,5.0515 ,1,41,1,12,120
21614,156.2500 ,5.0515 ,0,62,0,0,102
21615,182.2917 ,5.2056 ,1,39,1,6,144
21616,91.6667 ,4.5182 ,0,58,0,0,132
21617,216.2162 ,5.3763 ,1,77,1,12,624
21618,160.2564 ,5.0768 ,1,31,1,9,96
21619,132.5758 ,4.8872 ,1,53,1,9,360
21620,92.3077 ,4.5251 ,0,45,1,6,120
21621,69.2308 ,4.2374 ,1,51,1,6,120
21622,166.6667 ,5.1160 ,1,23,0,9,22
21623,227.2727 ,5.4262 ,1,35,1,9,2
21624,136.3636 ,4.9153 ,1,45,1,6,53
21625,125.0000 ,4.8283 ,0,43,1,9,74
21626,370.3704 ,5.9145 ,1,42,1,12,96
21627,576.9231 ,6.3577 ,1,46,1,9,122
21628,158.0882 ,5.0632 ,1,52,1,6,120
21629,93.7500 ,4.5406 ,0,43,1,6,96
21630,116.0714 ,4.7542 ,1,71,1,12,48
21631,63.4921 ,4.1509 ,1,18,0,9,28
21632,46.8750 ,3.8475 ,1,16,0,9,8
21633,175.7813 ,5.1692 ,1,35,1,9,26
21634,375.0000 ,5.9269 ,1,26,1,12,48
21635,88.4615 ,4.4826 ,0,55,1,0,1
21636,130.2083 ,4.8691 ,1,37,0,12,11
21637,135.4167 ,4.9084 ,1,27,0,9,18
21638,284.0909 ,5.6493 ,1,71,1,16,552
21639,138.8889 ,4.9337 ,1,33,1,16,43
21640,285.7143 ,5.6550 ,1,49,1,12,156
21641,197.3684 ,5.2851 ,1,40,1,6,120
21642,852.2727 ,6.7479 ,1,38,0,16,38
21643,1136.3636 ,7.0356 ,1,41,0,16,36
21644,714.2857 ,6.5713 ,0,73,1,16,564
21645,241.9355 ,5.4887 ,1,43,1,12,60
21646,520.8333 ,6.2554 ,1,34,1,15,24
21647,125.0000 ,4.8283 ,1,53,1,15,49
21648,111.9792 ,4.7183 ,1,35,0,9,54
21649,111.4583 ,4.7137 ,1,44,0,9,73
21650,125.0000 ,4.8283 ,1,49,1,12,120
21651,235.4167 ,5.4614 ,1,26,0,12,7
21652,85.2273 ,4.4453 ,1,21,0,12,1
21653,237.5000 ,5.4702 ,1,46,1,16,198
21654,432.2917 ,6.0691 ,1,37,1,15,50
21655,125.0000 ,4.8283 ,1,43,0,6,62
21656,109.3750 ,4.6948 ,1,32,0,15,30
21657,106.2500 ,4.6658 ,0,19,0,12,20
21658,145.8333 ,4.9825 ,1,36,1,9,18
21659,138.8889 ,4.9337 ,1,38,1,12,15
21660,240.6250 ,5.4832 ,1,55,1,12,394
21661,93.7500 ,4.5406 ,0,51,0,12,4
21662,284.0909 ,5.6493 ,1,49,1,16,12
21663,210.2273 ,5.3482 ,1,42,1,16,176
21664,204.5455 ,5.3208 ,0,22,0,16,8
21665,340.9091 ,5.8316 ,1,53,1,16,224
21666,208.3333 ,5.3391 ,0,39,1,9,196
21667,170.4545 ,5.1385 ,1,57,1,6,30
21668,113.6364 ,4.7330 ,0,52,1,9,30
21669,131.2500 ,4.8771 ,1,31,0,12,3
21670,102.2727 ,4.6276 ,0,26,0,16,8
21671,170.4545 ,5.1385 ,1,30,1,12,98
21672,113.6364 ,4.7330 ,0,28,1,12,23
21673,145.8333 ,4.9825 ,1,61,1,0,60
21674,91.8367 ,4.5200 ,0,53,1,6,180
21675,182.2917 ,5.2056 ,1,29,1,15,14
21676,260.4167 ,5.5623 ,1,33,1,16,98
21677,223.9583 ,5.4115 ,0,32,0,12,120
21678,135.4167 ,4.9084 ,0,28,1,12,37
21679,134.6154 ,4.9024 ,1,43,1,15,120
21680,145.8333 ,4.9825 ,1,52,0,6,27
21681,125.0000 ,4.8283 ,1,25,0,9,81
21682,182.2917 ,5.2056 ,1,36,1,12,156
21683,178.5714 ,5.1850 ,0,62,0,6,276
21684,135.8696 ,4.9117 ,1,25,0,12,10
21685,114.5833 ,4.7413 ,0,20,0,12,20
21686,178.5714 ,5.1850 ,0,44,0,6,120
21687,83.3333 ,4.4228 ,1,71,1,6,240
21688,93.7500 ,4.5406 ,0,29,0,15,1
21689,260.8696 ,5.5640 ,1,41,1,12,120
21690,166.6667 ,5.1160 ,0,25,0,12,96
21691,140.6250 ,4.9461 ,0,33,0,12,132
21692,83.3333 ,4.4228 ,0,24,0,15,1
21693,117.7083 ,4.7682 ,0,24,0,12,28
21694,130.2083 ,4.8691 ,0,34,1,12,132
21695,104.1667 ,4.6460 ,0,38,1,6,36
21696,83.3333 ,4.4228 ,1,17,0,12,20
21697,91.1458 ,4.5125 ,1,15,0,12,7
21698,144.2308 ,4.9714 ,0,41,0,12,240
21699,80.8824 ,4.3930 ,0,25,0,12,21
21700,125.0000 ,4.8283 ,0,45,1,12,48
21701,136.3636 ,4.9153 ,1,42,0,12,41
21702,136.3636 ,4.9153 ,0,54,1,0,192
21703,301.1364 ,5.7076 ,1,28,1,16,84
21704,147.7273 ,4.9954 ,0,24,0,15,25
21705,272.7273 ,5.6085 ,0,28,1,15,84
21706,284.0909 ,5.6493 ,1,35,1,16,84
21707,197.9167 ,5.2878 ,0,30,1,15,86
21708,125.0000 ,4.8283 ,1,38,1,6,120
21709,111.6071 ,4.7150 ,1,34,1,12,84
21710,93.7500 ,4.5406 ,0,36,1,9,18
21711,218.7500 ,5.3879 ,1,40,1,6,180
21712,125.0000 ,4.8283 ,1,41,1,6,120
21713,83.3333 ,4.4228 ,0,41,1,12,21
21714,298.6111 ,5.6991 ,1,49,1,12,59
21715,110.2941 ,4.7032 ,1,73,1,9,24
21716,230.2632 ,5.4392 ,1,55,1,16,288
21717,225.0000 ,5.4161 ,1,41,1,12,216
21718,555.5556 ,6.3200 ,0,51,1,9,384
21719,190.0000 ,5.2470 ,0,25,0,16,82
21720,94.4444 ,4.5480 ,1,37,1,12,24
21721,85.2273 ,4.4453 ,0,37,1,12,8
21722,450.0000 ,6.1092 ,1,42,1,12,46
21723,155.5556 ,5.0470 ,0,28,0,15,2
21724,446.4286 ,6.1013 ,1,55,1,22,312
21725,361.1111 ,5.8892 ,0,49,1,16,216
21726,250.0000 ,5.5215 ,1,31,1,15,36
21727,116.6667 ,4.7593 ,0,27,1,12,1
21728,125.0000 ,4.8283 ,1,24,0,15,26
21729,80.0000 ,4.3820 ,1,21,0,12,30
21730,255.6818 ,5.5439 ,1,51,0,16,240
21731,312.5000 ,5.7446 ,0,49,0,12,180
21732,250.0000 ,5.5215 ,1,37,1,18,38
21733,227.2727 ,5.4262 ,0,34,1,16,68
21734,154.7619 ,5.0419 ,0,22,0,15,5
21735,555.5556 ,6.3200 ,1,46,1,6,13
21736,159.3137 ,5.0709 ,1,22,0,12,34
21737,208.3333 ,5.3391 ,0,26,0,12,6
21738,350.0000 ,5.8579 ,1,45,1,9,300
21739,129.8077 ,4.8661 ,1,39,1,9,168
21740,225.0000 ,5.4161 ,0,35,1,12,2
21741,112.7451 ,4.7251 ,0,42,0,6,180
21742,130.0000 ,4.8675 ,1,46,1,6,36
21743,72.2222 ,4.2797 ,0,19,0,12,3
21744,100.0000 ,4.6052 ,0,22,0,9,24
21745,576.9231 ,6.3577 ,1,45,1,6,189
21746,90.0000 ,4.4998 ,0,19,0,12,2
21747,110.1190 ,4.7016 ,1,18,0,12,36
21748,450.0000 ,6.1092 ,0,31,1,16,46
21749,285.7143 ,5.6550 ,1,50,1,16,310
21750,241.4773 ,5.4868 ,0,48,1,16,273
21751,164.7727 ,5.1046 ,0,47,0,12,113
21752,244.7917 ,5.5004 ,1,46,1,12,24
21753,461.5385 ,6.1346 ,1,36,1,6,72
21754,392.1569 ,5.9717 ,1,35,1,9,54
21755,93.7500 ,4.5406 ,1,49,1,16,18
21756,145.8333 ,4.9825 ,0,34,1,15,29
21757,239.5833 ,5.4789 ,1,25,0,12,24
21758,318.1818 ,5.7626 ,1,38,1,12,120
21759,187.5000 ,5.2338 ,0,36,1,12,24
21760,377.7778 ,5.9343 ,1,59,1,0,168
21761,250.0000 ,5.5215 ,1,32,1,9,24
21762,200.0000 ,5.2983 ,0,27,1,9,72
21763,363.6364 ,5.8962 ,1,32,1,9,120
21764,182.2917 ,5.2056 ,1,41,1,12,24
21765,208.3333 ,5.3391 ,1,36,1,9,50
21766,234.3750 ,5.4569 ,1,39,1,12,3
21767,284.0909 ,5.6493 ,0,35,1,15,36
21768,318.1818 ,5.7626 ,1,37,1,15,60
21769,312.5000 ,5.7446 ,1,36,1,12,120
21770,166.6667 ,5.1160 ,1,28,0,15,20
21771,320.7547 ,5.7707 ,1,31,1,12,72
21772,272.7273 ,5.6085 ,0,32,1,12,92
21773,369.3182 ,5.9117 ,1,41,1,16,96
21774,208.3333 ,5.3391 ,1,24,0,15,48
21775,209.3023 ,5.3438 ,1,37,1,12,60
21776,93.7500 ,4.5406 ,1,15,0,12,1
21777,156.2500 ,5.0515 ,1,23,0,9,24
21778,75.0000 ,4.3175 ,0,48,0,6,29
21779,260.4167 ,5.5623 ,1,49,1,6,216
21780,340.9091 ,5.8316 ,1,57,1,15,300
21781,99.4318 ,4.5995 ,0,20,0,15,5
21782,312.5000 ,5.7446 ,0,55,0,15,132
21783,160.0000 ,5.0752 ,1,28,0,16,48
21784,284.0909 ,5.6493 ,1,44,1,15,192
21785,78.1250 ,4.3583 ,0,47,1,6,36
21786,208.3333 ,5.3391 ,1,47,1,6,240
21787,190.0000 ,5.2470 ,0,45,0,15,2
21788,156.2500 ,5.0515 ,0,39,1,16,2
21789,364.5833 ,5.8988 ,1,43,1,12,84
21790,568.1818 ,6.3424 ,1,47,1,16,12
21791,213.5417 ,5.3638 ,1,41,0,12,1
21792,114.5833 ,4.7413 ,1,28,1,12,4
21793,83.3333 ,4.4228 ,1,56,1,9,73
21794,194.4444 ,5.2701 ,1,41,1,15,35
21795,90.9091 ,4.5099 ,0,38,1,12,5
21796,156.2500 ,5.0515 ,1,43,1,6,241
21797,62.5000 ,4.1352 ,0,16,0,12,5
21798,162.0370 ,5.0878 ,1,56,1,6,306
21799,92.5926 ,4.5282 ,0,24,0,12,29
21800,162.0370 ,5.0878 ,0,31,1,6,2
21801,41.6667 ,3.7297 ,1,35,0,15,3
21802,112.5000 ,4.7230 ,1,30,0,15,4
21803,287.5000 ,5.6612 ,1,60,1,16,362
21804,145.8333 ,4.9825 ,1,35,1,9,40
21805,136.3636 ,4.9153 ,1,47,1,12,85
21806,119.7917 ,4.7858 ,0,45,1,12,134
21807,58.5938 ,4.0706 ,1,69,1,9,28
21808,135.4167 ,4.9084 ,1,31,1,15,14
21809,335.2273 ,5.8148 ,0,44,1,22,183
21810,427.0833 ,6.0570 ,1,44,1,18,157
21811,568.1818 ,6.3424 ,1,58,1,22,314
21812,120.3704 ,4.7906 ,1,35,0,6,3
21813,111.1111 ,4.7105 ,1,48,0,9,182
21814,115.7407 ,4.7514 ,1,27,1,6,2
21815,104.1667 ,4.6460 ,1,25,0,9,20
21816,145.8333 ,4.9825 ,1,21,0,9,2
21817,138.3929 ,4.9301 ,1,43,1,12,253
21818,83.3333 ,4.4228 ,0,27,0,12,1
21819,156.2500 ,5.0515 ,1,37,1,9,145
21820,352.2727 ,5.8644 ,1,48,1,18,245
21821,352.2727 ,5.8644 ,0,43,1,18,248
21822,213.5417 ,5.3638 ,1,35,1,6,198
21823,89.2857 ,4.4918 ,1,55,1,6,45
21824,145.8333 ,4.9825 ,1,27,1,15,2
21825,115.7407 ,4.7514 ,1,26,0,12,54
21826,125.0000 ,4.8283 ,0,29,0,15,43
21827,295.4545 ,5.6885 ,1,53,1,16,341
21828,312.5000 ,5.7446 ,0,53,1,15,188
21829,156.2500 ,5.0515 ,1,25,0,15,18
21830,100.9615 ,4.6147 ,1,23,0,12,19
21831,250.0000 ,5.5215 ,1,40,1,12,80
21832,208.3333 ,5.3391 ,1,37,1,6,186
21833,162.0370 ,5.0878 ,1,30,1,12,90
21834,83.3333 ,4.4228 ,0,36,1,12,13
21835,83.3333 ,4.4228 ,0,26,1,6,6
21836,148.1481 ,4.9982 ,1,40,0,6,125
21837,23.1481 ,3.1419 ,0,19,0,12,5
21838,182.2917 ,5.2056 ,1,39,1,9,113
21839,312.5000 ,5.7446 ,1,39,1,9,61
21840,182.2917 ,5.2056 ,1,46,1,6,32
21841,166.6667 ,5.1160 ,1,48,1,6,246
21842,114.5833 ,4.7413 ,0,43,1,6,64
21843,208.3333 ,5.3391 ,1,38,1,15,160
21844,260.4167 ,5.5623 ,1,56,1,12,185
21845,255.6818 ,5.5439 ,1,60,1,12,188
21846,227.2727 ,5.4262 ,0,39,1,16,65
21847,710.2273 ,6.5656 ,1,41,1,16,74
21848,100.0000 ,4.6052 ,0,28,0,12,27
21849,300.0000 ,5.7038 ,1,34,1,12,86
21850,125.0000 ,4.8283 ,0,31,1,12,49
21851,187.5000 ,5.2338 ,1,23,0,12,36
21852,200.0000 ,5.2983 ,1,47,1,12,56
21853,130.2083 ,4.8691 ,1,26,0,12,55
21854,250.0000 ,5.5215 ,1,51,1,6,120
21855,163.0435 ,5.0940 ,1,60,1,6,52
21856,250.0000 ,5.5215 ,1,62,1,6,66
21857,150.0000 ,5.0106 ,1,56,1,6,120
21858,130.2083 ,4.8691 ,0,46,1,12,64
21859,208.3333 ,5.3391 ,1,49,1,9,240
21860,260.4167 ,5.5623 ,1,50,1,12,99
21861,227.2727 ,5.4262 ,0,48,1,16,216
21862,250.0000 ,5.5215 ,1,50,1,12,120
21863,312.5000 ,5.7446 ,1,45,1,16,91
21864,156.2500 ,5.0515 ,1,33,0,15,27
21865,156.2500 ,5.0515 ,1,27,0,12,50
21866,150.0000 ,5.0106 ,0,28,0,15,79
21867,250.0000 ,5.5215 ,0,38,0,12,87
21868,227.2727 ,5.4262 ,1,43,1,12,64
21869,350.0000 ,5.8579 ,1,40,1,12,88
21870,142.0455 ,4.9561 ,0,24,0,15,66
21871,156.2500 ,5.0515 ,1,38,1,9,64
21872,255.6818 ,5.5439 ,0,53,1,15,220
21873,260.4167 ,5.5623 ,1,55,1,15,240
21874,250.0000 ,5.5215 ,1,46,1,9,72
21875,260.4167 ,5.5623 ,1,34,1,15,64
21876,150.0000 ,5.0106 ,0,32,1,15,50
21877,104.1667 ,4.6460 ,0,22,0,12,31
21878,1388.8889 ,7.2363 ,1,44,1,12,156
21879,363.6364 ,5.8962 ,1,29,1,12,36
21880,93.7500 ,4.5406 ,0,46,0,6,60
21881,127.4510 ,4.8477 ,1,24,0,15,26
21882,138.8889 ,4.9337 ,1,58,1,6,360
21883,250.0000 ,5.5215 ,0,54,1,0,360
21884,171.8750 ,5.1468 ,1,26,0,15,12
21885,156.2500 ,5.0515 ,1,24,0,12,41
21886,162.0370 ,5.0878 ,1,23,1,9,60
21887,208.3333 ,5.3391 ,1,57,1,6,36
21888,187.5000 ,5.2338 ,1,28,1,12,36
21889,234.6939 ,5.4583 ,1,39,1,9,96
21890,93.7500 ,4.5406 ,0,37,1,9,36
21891,284.0909 ,5.6493 ,0,19,0,12,12
21892,161.4583 ,5.0842 ,1,17,0,12,18
21893,490.1961 ,6.1948 ,1,40,1,12,264
21894,136.3636 ,4.9153 ,1,47,1,9,120
21895,93.0233 ,4.5328 ,0,43,1,0,60
21896,135.4167 ,4.9084 ,1,21,0,12,6
21897,379.3103 ,5.9384 ,1,37,1,9,84
21898,216.3462 ,5.3769 ,0,33,1,12,2
21899,284.0909 ,5.6493 ,1,34,1,16,108
21900,340.9091 ,5.8316 ,1,46,1,16,60
21901,177.7778 ,5.1805 ,0,47,1,12,24
21902,221.5909 ,5.4008 ,0,42,1,12,168
21903,352.2727 ,5.8644 ,1,47,1,16,9
21904,51.0204 ,3.9322 ,0,54,0,6,120
21905,168.2692 ,5.1256 ,1,23,0,12,6
21906,184.7826 ,5.2192 ,1,26,0,15,24
21907,295.4545 ,5.6885 ,1,32,1,16,48
21908,318.1818 ,5.7626 ,0,31,1,16,44
21909,236.3636 ,5.4654 ,0,32,0,18,1
21910,218.7500 ,5.3879 ,0,28,0,15,12
21911,234.3750 ,5.4569 ,1,34,1,15,77
21912,226.1905 ,5.4214 ,0,35,1,15,180
21913,250.0000 ,5.5215 ,1,38,1,12,120
21914,340.9091 ,5.8316 ,1,43,1,15,38
21915,200.0000 ,5.2983 ,1,38,1,9,4
21916,221.3542 ,5.3998 ,1,34,1,12,120
21917,104.1667 ,4.6460 ,0,61,1,0,180
21918,90.9091 ,4.5099 ,0,22,0,12,45
21919,250.0000 ,5.5215 ,1,31,1,9,48
21920,242.1875 ,5.4897 ,0,53,0,0,66
21921,250.0000 ,5.5215 ,1,32,1,15,48
21922,198.8636 ,5.2926 ,0,31,1,15,89
21923,265.3061 ,5.5809 ,0,22,1,12,20
21924,362.5000 ,5.8930 ,1,24,1,6,36
21925,291.6667 ,5.6756 ,1,47,1,12,257
21926,424.1071 ,6.0500 ,1,49,1,16,108
21927,186.2245 ,5.2270 ,1,26,1,12,52
21928,133.5227 ,4.8943 ,0,27,1,12,11
21929,180.0000 ,5.1930 ,1,50,1,6,310
21930,158.3333 ,5.0647 ,1,19,0,12,24
21931,193.4524 ,5.2650 ,1,41,1,9,60
21932,347.2222 ,5.8500 ,1,34,1,15,72
21933,200.0000 ,5.2983 ,1,54,0,6,316
21934,130.0000 ,4.8675 ,0,42,0,6,50
21935,173.9130 ,5.1586 ,1,30,1,12,42
21936,164.0625 ,5.1002 ,0,24,1,15,92
21937,250.0000 ,5.5215 ,1,49,0,0,383
21938,162.5000 ,5.0907 ,1,26,1,12,14
21939,182.2917 ,5.2056 ,1,36,0,12,24
21940,150.0000 ,5.0106 ,0,33,0,6,1
21941,187.5000 ,5.2338 ,1,32,0,12,71
21942,300.9259 ,5.7069 ,1,36,1,9,17
21943,83.3333 ,4.4228 ,0,78,0,0,322
21944,138.8889 ,4.9337 ,0,47,0,6,2
21945,450.0000 ,6.1092 ,1,67,1,12,153
21946,188.8889 ,5.2412 ,0,31,0,15,36
21947,175.0000 ,5.1648 ,1,34,1,12,153
21948,151.0417 ,5.0176 ,0,31,1,12,70
21949,250.0000 ,5.5215 ,1,39,0,12,60
21950,346.1538 ,5.8469 ,1,62,1,6,492
21951,456.7308 ,6.1241 ,1,44,1,12,94
21952,154.7619 ,5.0419 ,1,40,0,9,33
21953,475.0000 ,6.1633 ,1,44,0,18,54
21954,181.8182 ,5.2030 ,1,49,1,9,74
21955,312.5000 ,5.7446 ,1,54,1,16,218
21956,34.8837 ,3.5520 ,0,62,1,12,218
21957,177.0833 ,5.1766 ,0,26,0,15,56
21958,227.2727 ,5.4262 ,1,23,0,15,20
21959,233.3333 ,5.4525 ,1,37,1,9,146
21960,160.7143 ,5.0796 ,1,49,1,6,96
21961,122.2222 ,4.8058 ,1,45,1,6,84
21962,145.8333 ,4.9825 ,0,36,1,15,96
21963,114.1304 ,4.7373 ,1,21,0,15,8
21964,142.8571 ,4.9618 ,1,44,1,6,6
21965,173.4694 ,5.1560 ,0,45,1,6,192
21966,150.0000 ,5.0106 ,1,42,1,6,126
21967,160.7143 ,5.0796 ,1,27,1,12,30
21968,181.8182 ,5.2030 ,0,24,1,15,3
21969,238.6364 ,5.4749 ,0,29,0,16,4
21970,85.9375 ,4.4536 ,0,25,0,12,24
21971,180.0000 ,5.1930 ,1,57,1,6,122
21972,204.5455 ,5.3208 ,0,25,0,15,38
21973,250.0000 ,5.5215 ,1,57,1,12,6
21974,190.0000 ,5.2470 ,1,35,1,12,144
